Class	Method	English Term	Translated Term	Translated Term	Remarks	Example URL
Preferences_MySobekViewer		The following errors were detected:				
Preferences_MySobekViewer		%1 (optionally provides access through Gatorlink)				
Preferences_MySobekViewer		"I would like to be able to submit materials online. (Once your application to submit has been approved, you will receive email notification)"				
Preferences_MySobekViewer		CANCEL				
						
NewPassword_MySobekViewer		Change your password			Title displayed when changing password	
NewPassword_MySobekViewer		Select and confirm a new password			Prompt for changing password	
NewPassword_MySobekViewer		New passwords do not match			Error message if passwords don't match while changing	
NewPassword_MySobekViewer		Password must be at least eight digits			Error message if password is too short	
NewPassword_MySobekViewer		The new password cannot match the old password			Error message if the user tries to change their password to their existing password	
NewPassword_MySobekViewer		Unable to change password.  Verify current password.			Error message if the current password is incorrect	
NewPassword_MySobekViewer		You are required to change your password to continue.			Prompt when a user has a temporary password	
NewPassword_MySobekViewer		Please enter your existing password and your new password.			Prompt when a user opts to change their password	
NewPassword_MySobekViewer		Existing Password:			Used when a user changes their password	
NewPassword_MySobekViewer		New Password:			Used when a user changes their password	
NewPassword_MySobekViewer		Confirm New Password:			Used when a user changes their password	
NewPassword_MySobekViewer		The following errors were detected:				
						
Logon_MySobekViewer		Logon to {0}			Title when the user opts to log onto the system	
Logon_MySobekViewer		The feature you are trying to access requires a valid logon.			Prompt for the user to logon to access the system features	
Logon_MySobekViewer		Please choose the appropriate logon directly below.				
Logon_MySobekViewer		"<b>If you have a valid {0} logon</b>, {1}Sign on with {0} authentication here{2}."			Line for user to logon with current system authentication ( {1} and {2} are replaced with link-enabling HTML)	
Logon_MySobekViewer		<b>Not registered yet?</b> {0}Register now{1} or {2}Contact Us{1}.			"Line for users to either register or send an email (in case of problems).  {0}, {1}, {2} are all replaced with link-enabling HTML"	
Logon_MySobekViewer		LOG IN			Title for pop-up login form	
Logon_MySobekViewer		Username or email:			Used in the pop-up login form	
Logon_MySobekViewer		Password:			Used in the pop-up login form	
Logon_MySobekViewer		Remember me			Checkbox text used in the pop-up login form to use cookies to retain user informatio	
Logon_MySobekViewer		Not registered yet?  {0}Register now{1}			Shorter version of not-registered help used in the pop-up login form	
Logon_MySobekViewer		Forgot your username or password?  Please {0}contact us{1}.			Shorter version of not-registered help used in the pop-up login form	
						
Home_MySobekViewer		"Welcome to {0}, {1}"			"Message to welcome a newly registered user ( Welcome to dLOC, Mark )"	
Home_MySobekViewer		"Welcome back, {0}"			"Message to welcome back a user by name ( Welcome back, Mark )"	
Home_MySobekViewer		"Welcome to {0}.  This feature allows you to add items to your bookshelves, organize your bookshelves, and email your bookshelves to friends."			Longer welcome message and explanation for the mySobek home page	
Home_MySobekViewer		What would you like to do today?			Prompt for user to select an action from the mySobek menu	
Home_MySobekViewer		Start a new item			Menu item within the mySobek home page	
Home_MySobekViewer		Online submittals are temporarily disabled			Menu item within the mySobek home page if online submittals are disabled	
Home_MySobekViewer		View all my submitted items			Menu item within the mySobek home page	
Home_MySobekViewer		View usage for my items			Menu item within the mySobek home page	
Home_MySobekViewer		View my descriptive tags			Menu item within the mySobek home page	
Home_MySobekViewer		View and organize my bookshelves			Menu item within the mySobek home page	
Home_MySobekViewer		View my saved searches			Menu item within the mySobek home page	
Home_MySobekViewer		Edit my account preferences			Menu item within the mySobek home page	
Home_MySobekViewer		Track Item Scanning/Processing				
Home_MySobekViewer		Return to {0}			"If they were forwarded from a spot in the system to logon, this returns them to that spot"	
Home_MySobekViewer		Return to previous %1 page				
Home_MySobekViewer		Log Out			Menu item within the mySobek home page	
Home_MySobekViewer		Comments or recommendations?  Please {0}contact us{1}.			Prompt at the bottom of the home page to provide assistance.  ( {0} and {1} are replaced with link-enabling HTML)	
Home_MySobekViewer		"If you would like to contribute materials through the online system, please {0}contact us{1} as well."			Optional prompt if the user does not have rights to submit items online.  ( {0} and {1} are replaced with link-enabling HTML)	
						
Folder_Mgmt_MySobekViewer		My Library			Title for the folder management page	
Folder_Mgmt_MySobekViewer		Move Item Between Bookshelves			Title for the pop-up form which allows you to move an item to another bookshelf	
Folder_Mgmt_MySobekViewer		Select new bookshelf for this item			Prompt on the pop-up form which allows you to move an item to another bookshelf	
Folder_Mgmt_MySobekViewer		Bookshelf:			Prompt for the new bookshelf when moving between bookshelves from pop-up form.	
Folder_Mgmt_MySobekViewer		Add/Edit Notes for Bookshelf Item			Title for the pop-up form to add/edit user notes assigned to an item	
Folder_Mgmt_MySobekViewer		Enter notes for this item in your bookshelf			Prompt for the pop-up form to add/edit user notes assigned to an item	
Folder_Mgmt_MySobekViewer		Notes:			Prompt for the new notes on the pop-up form for adding/editing user notes assigned to an item	
Folder_Mgmt_MySobekViewer		New Bookshelf			Title for the pop-up form for creating a new bookshelf	
Folder_Mgmt_MySobekViewer		Enter the information for your new bookshelf			Prompt for the pop-up form for creating a new bookshelf	
Folder_Mgmt_MySobekViewer		Name:			Used on the pop-up form for creating a new bookshelf	
Folder_Mgmt_MySobekViewer		Parent:			Used on the pop-up form for creating a new bookshelf	
Folder_Mgmt_MySobekViewer		Manage my library			Top-level text for managing your library	
Folder_Mgmt_MySobekViewer		View my collections home page			Hover-over text for viewing your personalized home page	
Folder_Mgmt_MySobekViewer		My Collections Home			Link for viewing your personalized home page 	
Folder_Mgmt_MySobekViewer		My Saved Searches			Link for viewing saved searches	
Folder_Mgmt_MySobekViewer		View my saved searches			Hover-over text for viewing saved searches	
Folder_Mgmt_MySobekViewer		This bookshelf is currently empty			Message if the bookshelf a user is managing is empty	
Folder_Mgmt_MySobekViewer		Manage My Bookshelves			Link to manage your bookshelves	
Folder_Mgmt_MySobekViewer		Click to add a new bookshelf			Hover-over text for adding a new bookshelf	
Folder_Mgmt_MySobekViewer		Add New Bookshelf			Link to add a new bookshelf	
Folder_Mgmt_MySobekViewer		Refresh Bookshelves List			"Prompt in case there is some problem, or user has the bookshelves open in an alternate window"	
Folder_Mgmt_MySobekViewer		BOOKSHELF NAME			Header text for the table of all bookshelves a user has	
Folder_Mgmt_MySobekViewer		Click to delete this bookshelf			Hover-over text for the delete action	
Folder_Mgmt_MySobekViewer		Make this bookshelf private			Hover-over text for the 'make private' action	
Folder_Mgmt_MySobekViewer		Make this bookshelf public			Hover-over text for the 'make public' action	
Folder_Mgmt_MySobekViewer		Click to manage this bookshelf			Hover-over text for the 'manage' action	
Folder_Mgmt_MySobekViewer		You cannot delete bookshelves which contain other bookshelves			Warning message if you try to delete a bookshelf which contains other bookshelves	
Folder_Mgmt_MySobekViewer		You cannot delete your last bookshelf			Warning message if you try to delete your last bookshelf	
Folder_Mgmt_MySobekViewer		make private			Link text for making a folder private	
Folder_Mgmt_MySobekViewer		make public			Link text for making a folder public	
Folder_Mgmt_MySobekViewer		manage			Link text for managing the items within a bookshelf	
Folder_Mgmt_MySobekViewer		Public folder			Hover-over text for a folder which is public (to help explain the icon)	
Folder_Mgmt_MySobekViewer		Enter the email information below				
Folder_Mgmt_MySobekViewer		To:				
Folder_Mgmt_MySobekViewer		Comments				
Folder_Mgmt_MySobekViewer		Format:				
Folder_Mgmt_MySobekViewer		CLOSE				
Folder_Mgmt_MySobekViewer		ACTIONS				
						
Aggregation_Single_AdminViewer		Error saving aggregation information!			Error message displayed on the screen on encountering a save error	
Aggregation_Single_AdminViewer		( NO DEFAULT)				
Aggregation_Single_AdminViewer		(none - top level)				
Aggregation_Single_AdminViewer		ACTION				
Aggregation_Single_AdminViewer		ACTIONS			Table headers	
Aggregation_Single_AdminViewer		Active?			Checkbox label for : Is aggregation admin?	
Aggregation_Single_AdminViewer		Add				
Aggregation_Single_AdminViewer		Add new banner				
Aggregation_Single_AdminViewer		Add new home page				
Aggregation_Single_AdminViewer		Additional dublin core metadata to include in OAI-PMH set list:				
Aggregation_Single_AdminViewer		Advanced Search				
Aggregation_Single_AdminViewer		Advanced Search (with Year Range)				
Aggregation_Single_AdminViewer		Africa			One of the geographic search location options for map searching	
Aggregation_Single_AdminViewer		Aggregation-level Custom Stylesheet (CSS)				
Aggregation_Single_AdminViewer		Appearance			Tab header	
Aggregation_Single_AdminViewer		Appearance Options				
Aggregation_Single_AdminViewer		Asia			One of the geographic search location options for map searching	
Aggregation_Single_AdminViewer		BACK			Button text	
Aggregation_Single_AdminViewer		Banner Type:				
Aggregation_Single_AdminViewer		Banners				
Aggregation_Single_AdminViewer		Basic Information			Section Heading for collecting basic information about the user	
Aggregation_Single_AdminViewer		Basic Search (with Year Range)				
Aggregation_Single_AdminViewer		Behavior:				
Aggregation_Single_AdminViewer		Brief View				
Aggregation_Single_AdminViewer		Browse By				
Aggregation_Single_AdminViewer		CANCEL			Button text	
Aggregation_Single_AdminViewer		Caribbean			One of the geographic search location options for map searching	
Aggregation_Single_AdminViewer		Child Pages			Tab header	
Aggregation_Single_AdminViewer		"Child pages are pages related to the aggregation and allow additional information to be presented within the same aggregational branding.  These can appear in the aggregation main menu, with any metadata browses pulled from the database, or you can set them to for no automatic visibility, in which case they are only accessible by links in the home page or other child pages."				
Aggregation_Single_AdminViewer		click here to view the help page				
Aggregation_Single_AdminViewer		Click to delete this subcollection				
Aggregation_Single_AdminViewer		Close this child page details and return to main admin pages				
Aggregation_Single_AdminViewer		CODE				
Aggregation_Single_AdminViewer		Collection				
Aggregation_Single_AdminViewer		Collection Button:				
Aggregation_Single_AdminViewer		Collection Visibility				
Aggregation_Single_AdminViewer		Contact Email:				
Aggregation_Single_AdminViewer		Copy from existing				
Aggregation_Single_AdminViewer		Copy from existing home:				
Aggregation_Single_AdminViewer		Custom Home Page:				
Aggregation_Single_AdminViewer		Custom Stylesheet:				
Aggregation_Single_AdminViewer		default				
Aggregation_Single_AdminViewer		Default Browse:				
Aggregation_Single_AdminViewer		Default Result View:				
Aggregation_Single_AdminViewer		delete			Button text	
Aggregation_Single_AdminViewer		Delete this %1 version				
Aggregation_Single_AdminViewer		Delete this banner				
Aggregation_Single_AdminViewer		DELETE THIS HIGHLIGHT				
Aggregation_Single_AdminViewer		Deleted %1 subcollection				
Aggregation_Single_AdminViewer		Description:				
Aggregation_Single_AdminViewer		Disable this aggregation-level stylesheet			Button hover-over text	
Aggregation_Single_AdminViewer		dLOC Full Text Search				
Aggregation_Single_AdminViewer		Do not apply changes			Message explaining cancel button on hover	
Aggregation_Single_AdminViewer		Edit			Button text	
Aggregation_Single_AdminViewer		Edit Child Page Detail				
Aggregation_Single_AdminViewer		Edit this aggregation-level stylesheet			Button hover-over text	
Aggregation_Single_AdminViewer		Edit this child page				
Aggregation_Single_AdminViewer		Edit this child page in %1				
Aggregation_Single_AdminViewer		Edit this home page				
Aggregation_Single_AdminViewer		Edit this home page in %1				
Aggregation_Single_AdminViewer		Edit this subcollection				
Aggregation_Single_AdminViewer		ENABLE			Button text to enable the new style-sheet	
Aggregation_Single_AdminViewer		Enable an aggregation-level stylesheet				
Aggregation_Single_AdminViewer		Enabled Flag:			Label for checkbox indicating if the flag is set	
Aggregation_Single_AdminViewer		Error adding new version to this child page				
Aggregation_Single_AdminViewer		ERROR saving the new item aggregation to the database				
Aggregation_Single_AdminViewer		ERROR: Invalid entry for new item aggregation				
Aggregation_Single_AdminViewer		ERROR: Invalid entry for new item child page				
Aggregation_Single_AdminViewer		Europe			One of the geographic search location options for map searching	
Aggregation_Single_AdminViewer		Exhibit				
Aggregation_Single_AdminViewer		Existing Banners:				
Aggregation_Single_AdminViewer		Existing Child Pages:				
Aggregation_Single_AdminViewer		Existing Home Pages:				
Aggregation_Single_AdminViewer		Existing Subcollections:				
Aggregation_Single_AdminViewer		Existing Versions:				
Aggregation_Single_AdminViewer		External Link:				
Aggregation_Single_AdminViewer		Florida			One of the geographic search location options for map searching	
Aggregation_Single_AdminViewer		"For more information about the settings on this tab,"				
Aggregation_Single_AdminViewer		Full Text Search				
Aggregation_Single_AdminViewer		Full View				
Aggregation_Single_AdminViewer		General			Tab header	
Aggregation_Single_AdminViewer		Highlights			Tab header	
Aggregation_Single_AdminViewer		Highlights Type:				
Aggregation_Single_AdminViewer		Home Page				
Aggregation_Single_AdminViewer		Home Page - Left				
Aggregation_Single_AdminViewer		Home Page - Right				
Aggregation_Single_AdminViewer		Home Page Text				
Aggregation_Single_AdminViewer		Image				
Aggregation_Single_AdminViewer		Include All / New Item Browses				
Aggregation_Single_AdminViewer		Include in OAI-PMH as a set?				
Aggregation_Single_AdminViewer		Include Map Browse				
Aggregation_Single_AdminViewer		Institutional Division				
Aggregation_Single_AdminViewer		LANGUAGE				
Aggregation_Single_AdminViewer		LANGUAGE(S)				
Aggregation_Single_AdminViewer		Language:				
Aggregation_Single_AdminViewer		Link				
Aggregation_Single_AdminViewer		Main Menu				
Aggregation_Single_AdminViewer		Map Search (Beta)				
Aggregation_Single_AdminViewer		Map Search (Legacy)				
Aggregation_Single_AdminViewer		Map Search Default Area:				
Aggregation_Single_AdminViewer		Metadata			Tab header	
Aggregation_Single_AdminViewer		Metadata Browses				
Aggregation_Single_AdminViewer		Middle East			One of the geographic search location options for map searching	
Aggregation_Single_AdminViewer		Name (full)				
Aggregation_Single_AdminViewer		Name (short):				
Aggregation_Single_AdminViewer		New aggregation code must be twenty characters long or less				
Aggregation_Single_AdminViewer		New Banner:				
Aggregation_Single_AdminViewer		New child page code must be twenty characters long or less			Error message	
Aggregation_Single_AdminViewer		New Child Page:				
Aggregation_Single_AdminViewer		New code must be unique... %1 already exists				
Aggregation_Single_AdminViewer		New collection home page text goes here.				
Aggregation_Single_AdminViewer		New home page text in %1 goes here				
Aggregation_Single_AdminViewer		New Home Page:				
Aggregation_Single_AdminViewer		New item aggregation %1 saved successfully				
Aggregation_Single_AdminViewer		New Subcollection:				
Aggregation_Single_AdminViewer		No custom aggregation-level stylesheet				
Aggregation_Single_AdminViewer		No html source files				
Aggregation_Single_AdminViewer		NONE			Alt text for No image available	
Aggregation_Single_AdminViewer		North America			One of the geographic search location options for map searching	
Aggregation_Single_AdminViewer		NOTE: You may need to refresh your browser for your changes to take affect.				
Aggregation_Single_AdminViewer		OAI-PMH Settings				
Aggregation_Single_AdminViewer		Other Display Types:				
Aggregation_Single_AdminViewer		PARENT				
Aggregation_Single_AdminViewer		Parent Code(s)				
Aggregation_Single_AdminViewer		Parent:				
Aggregation_Single_AdminViewer		Result Views:				
Aggregation_Single_AdminViewer		Results			Tab header	
Aggregation_Single_AdminViewer		Results Options			Facets header	
Aggregation_Single_AdminViewer		Rotating				
Aggregation_Single_AdminViewer		SAVE			Button text	
Aggregation_Single_AdminViewer		Save changes to this item Aggregation				
Aggregation_Single_AdminViewer		Save new child page				
Aggregation_Single_AdminViewer		Save new version of this child page				
Aggregation_Single_AdminViewer		Search			Tab header	
Aggregation_Single_AdminViewer		Search Options				
Aggregation_Single_AdminViewer		Search Types:			Heading label text	
Aggregation_Single_AdminViewer		Selected image file			Text displayed when hovering over a selected image	
Aggregation_Single_AdminViewer		Show in parent collection home page?				
Aggregation_Single_AdminViewer		Some of the files may be in use				
Aggregation_Single_AdminViewer		SOURCE FILE			Table headers	
Aggregation_Single_AdminViewer		South America			One of the geographic search location options for map searching	
Aggregation_Single_AdminViewer		Standard			Title for Standard aggregations table	
Aggregation_Single_AdminViewer		Static				
Aggregation_Single_AdminViewer		SubCollections			Tab header	
Aggregation_Single_AdminViewer		Table View				
Aggregation_Single_AdminViewer		Text:				
Aggregation_Single_AdminViewer		That code is a system-reserved keyword.  Try a different code.				
Aggregation_Single_AdminViewer		The code for this browse is: %1				
Aggregation_Single_AdminViewer		"The information in this section controls how search results or item browses appears.  The facet options control which metadata values appear to the left of the results, to allow users to narrow their results.  The search results values determine which options are available for viewing the results and what are the aggregation defaults.  Finally, the result fields determines which values are displayed with each individual result in the result set."				
Aggregation_Single_AdminViewer		"The information in this section is the basic information about the aggregation, such as the full name, the shortened name used for breadcrumbs, the description, and the email contact. "				
Aggregation_Single_AdminViewer		The metadata browses can be used to expose all the metadata of the resources within this aggregation for public browsing.  Select the metadata fields you would like have available below.				
Aggregation_Single_AdminViewer		"The values in this section determine if the collection is currently visible at all, whether it is eligible to appear on the collection list at the bottom of the parent page, and the collection button used in that case.  Thematic headings are used to place this collection on the main home page."				
Aggregation_Single_AdminViewer		Thematic Heading:			Heading label text	
Aggregation_Single_AdminViewer		"These options control how searching works within this aggregation, such as which search options are made publicly available."				
Aggregation_Single_AdminViewer		"These three settings have the most profound affects on the appearance of this aggregation, by forcing it to appear under a particular web skin, allowing a custom aggregation-level stylesheet, or completely overriding the system-generated home page for a custom home page HTML source file."				
Aggregation_Single_AdminViewer		This aggregation currently has no child pages				
Aggregation_Single_AdminViewer		This aggregation currently has no subcollections				
Aggregation_Single_AdminViewer		THIS BANNER IMAGE IS MISSING			Alt text for a missing image	
Aggregation_Single_AdminViewer		This page allows you to edit the basic information about a single child page and add the ability to display this child page in alternate languages.				
Aggregation_Single_AdminViewer		This section controls all the language-specific (and default) text which appears on the home page.				
Aggregation_Single_AdminViewer		This section shows all the existing language-specific banners for this aggregation and allows you upload new banners for this aggregation.				
Aggregation_Single_AdminViewer		Thumbnail View				
Aggregation_Single_AdminViewer		TITLE				
Aggregation_Single_AdminViewer		Title (default):				
Aggregation_Single_AdminViewer		"To change, browse to a 50x50 pixel GIF file, and then select UPLOAD"			Upload instructions	
Aggregation_Single_AdminViewer		"To edit this, log on as the aggregation admin and hover over this text to edit it."				
Aggregation_Single_AdminViewer		"To upload, browse to a GIF, PNG, JPEG, or BMP file, and then select UPLOAD"				
Aggregation_Single_AdminViewer		Tooltip:				
Aggregation_Single_AdminViewer		TYPE				
Aggregation_Single_AdminViewer		Unable to remove subcollection directory				
Aggregation_Single_AdminViewer		United States			One of the geographic search location options for map searching	
Aggregation_Single_AdminViewer		Upload New Banner Image:				
Aggregation_Single_AdminViewer		View			Button text	
Aggregation_Single_AdminViewer		View banner image file				
Aggregation_Single_AdminViewer		View CSS file			Button hover-over text	
Aggregation_Single_AdminViewer		View source file				
Aggregation_Single_AdminViewer		View this child page				
Aggregation_Single_AdminViewer		View this child page in %1				
Aggregation_Single_AdminViewer		View this home page				
Aggregation_Single_AdminViewer		View this home page in %1				
Aggregation_Single_AdminViewer		View this subcollection				
Aggregation_Single_AdminViewer		VISIBILITY				
Aggregation_Single_AdminViewer		Visibility:				
Aggregation_Single_AdminViewer		Web Skin:				
Aggregation_Single_AdminViewer		World			One of the geographic search location options for map searching	
Aggregation_Single_AdminViewer		You can edit the contents of the aggregation-level custom stylesheet (css) file here.  Click SAVE when complete to return to the main aggregation administration screen.				
Aggregation_Single_AdminViewer		"You can use OAI-PMH to expose all the metadata of the resources within this aggregation for automatic harvesting by other repositories.  Additionally, you can choose to attach metadata to the collection-level OAI-PMH record.  This should be coded as dublin core tags."				
Aggregation_Single_AdminViewer		"You can view existing subcollections or add new subcollections to this aggregation from this tab.  You will have full curatorial rights over any new subcollections you add.  Currently, only system administrators can DELETE subcollections."				
Aggregation_Single_AdminViewer		You must enter a CODE for this child page				
Aggregation_Single_AdminViewer		You must enter a CODE for this item aggregation				
Aggregation_Single_AdminViewer		You must enter a DESCRIPTION for this new aggregation				
Aggregation_Single_AdminViewer		You must enter a LABEL for this child page				
Aggregation_Single_AdminViewer		You must enter a NAME for this new aggregation				
Aggregation_Single_AdminViewer		You must SAVE your changes before you can view or edit newly added child page versions				
Aggregation_Single_AdminViewer		You must SAVE your changes before you can view or edit newly added home pages.				
Aggregation_Single_AdminViewer		You must select a TYPE for this new aggregation				
Aggregation_Single_AdminViewer		You must select a VISIBILITY for this child page				
						
Google_Map_ResultsViewer		The following %1 matches in  %2 sets share the same coordinate information				
Google_Map_ResultsViewer		The following %1  matches share the same coordinate information				
Google_Map_ResultsViewer		The following  %1 matches  in %2  sets have no coordinate information				
Google_Map_ResultsViewer		The following %1  matches have no coordinate information				
Google_Map_ResultsViewer		The following %1 titles have the same coordinate point				
						
User_Usage_Stats_MySobekViewer		Below is a list of items associated with your account including usage statistics.  Total views and visits represents the total amount of usage since the item was added to the library and the monthly views and visits is the usage in the selected month.				
User_Usage_Stats_MySobekViewer		"For more information about these terms, see the"				
User_Usage_Stats_MySobekViewer		definitions on the main statistics page				
User_Usage_Stats_MySobekViewer		Select any column to re-sort this data				
User_Usage_Stats_MySobekViewer		TITLE				
User_Usage_Stats_MySobekViewer		TOTAL VIEWS				
User_Usage_Stats_MySobekViewer		TOTAL VISITS				
User_Usage_Stats_MySobekViewer		MONTHLY VIEWS				
						
User_Tags_MySobekViewer		"As a digital collection manager or administrator, you can use this screen to view descriptive tags added to collections of interest, as well as view the descriptive tags you have added to items."				
User_Tags_MySobekViewer		Tags By Aggregation				
User_Tags_MySobekViewer		Choose an aggregation below to view all tags for that aggregation:				
User_Tags_MySobekViewer		All Aggregations				
User_Tags_MySobekViewer		Your Descriptive Tags				
User_Tags_MySobekViewer		You have not added any descriptive tags to any items				
User_Tags_MySobekViewer		You have added the following %1 descriptive tags				
User_Tags_MySobekViewer		Added by you on %1				
User_Tags_MySobekViewer		view all by this user				
User_Tags_MySobekViewer		Added by %1 on %2				
User_Tags_MySobekViewer		Tags By User				
User_Tags_MySobekViewer		This user has not added any descriptive tags to any items or it is not a valid userid.				
						
Page_Image_Upload_MySobekViewer		Upload Page Images				
Page_Image_Upload_MySobekViewer		Upload the page images for your item.  You will then be directed to manage the pages and divisions to ensure the new page images appear in the correct order and are reflected in the table of contents.				
Page_Image_Upload_MySobekViewer		Click here to add download files instead.				
Page_Image_Upload_MySobekViewer		The following new page images will be added to the item once you click SUBMIT				
Page_Image_Upload_MySobekViewer		FILENAME				
Page_Image_Upload_MySobekViewer		SIZE				
Page_Image_Upload_MySobekViewer		DATE UPLOADED				
Page_Image_Upload_MySobekViewer		ACTION				
Page_Image_Upload_MySobekViewer		Cancel this and remove the recentely uploaded images				
Page_Image_Upload_MySobekViewer		Submit the recently uploaded page images and complete the process				
Page_Image_Upload_MySobekViewer		"Once all images are uploaded, press SUBMIT to finish this item"				
Page_Image_Upload_MySobekViewer		The following extensions are accepted				
Page_Image_Upload_MySobekViewer		SUBMIT				
Page_Image_Upload_MySobekViewer		CANCEL				
						
						
New_Group_And_Item_MySobekViewer		Permissions Agreement				
New_Group_And_Item_MySobekViewer		User				
New_Group_And_Item_MySobekViewer		Date				
New_Group_And_Item_MySobekViewer		Upload Files				
New_Group_And_Item_MySobekViewer		"Upload the related files for your new item.  You can also provide labels for each file, once they are uploaded."				
New_Group_And_Item_MySobekViewer		Upload Files or Enter URL				
New_Group_And_Item_MySobekViewer		"Upload the related files or enter a URL for your new item.  You can also provide labels for each file, once they are uploaded"				
New_Group_And_Item_MySobekViewer		Enter a URL for this new item.				
New_Group_And_Item_MySobekViewer		Enter URL				
New_Group_And_Item_MySobekViewer		Template				
New_Group_And_Item_MySobekViewer		Default Metadata				
New_Group_And_Item_MySobekViewer		Step 1 of %1: Grant of Permission				
New_Group_And_Item_MySobekViewer		You must read and accept the below permissions to continue.				
New_Group_And_Item_MySobekViewer		You must read and accept the above permissions agreement to continue.				
New_Group_And_Item_MySobekViewer		CANCEL				
New_Group_And_Item_MySobekViewer		ACCEPT				
New_Group_And_Item_MySobekViewer		Step 1 of %1: Confirm Template and Project 				
New_Group_And_Item_MySobekViewer		You may also change your current %1 for this submission.				
New_Group_And_Item_MySobekViewer		"To change your default %1, select"				
New_Group_And_Item_MySobekViewer		My Account				
New_Group_And_Item_MySobekViewer		above				
New_Group_And_Item_MySobekViewer		Item Description				
New_Group_And_Item_MySobekViewer		Enter the basic information to describe your new item				
New_Group_And_Item_MySobekViewer		The following errors were detected:				
New_Group_And_Item_MySobekViewer		BACK				
New_Group_And_Item_MySobekViewer		CLEAR				
New_Group_And_Item_MySobekViewer		FILENAME				
New_Group_And_Item_MySobekViewer		SIZE				
New_Group_And_Item_MySobekViewer		DATE UPLOADED				
New_Group_And_Item_MySobekViewer		ACTION				
New_Group_And_Item_MySobekViewer		The following files are already uploaded for this package and will be included as downloads				
New_Group_And_Item_MySobekViewer		"Once the URL is entered, press SUBMIT to finish this item."				
New_Group_And_Item_MySobekViewer		"Once you enter any files and/or URL, press SUBMIT to finish this item"				
New_Group_And_Item_MySobekViewer		"Once all files are uploaded, press SUBMIT to finish this item"				
New_Group_And_Item_MySobekViewer		"Once complete, press SUBMIT to finish this item"				
New_Group_And_Item_MySobekViewer		SUBMIT				
New_Group_And_Item_MySobekViewer		Add a new item for this package				
New_Group_And_Item_MySobekViewer		CONGRATULATIONS				
New_Group_And_Item_MySobekViewer		Your item has been successfully added to the digital library and will appear immediately.				
New_Group_And_Item_MySobekViewer		"Search indexes may take a couple minutes to build, at which time this item will be discoverable through the search interface"				
New_Group_And_Item_MySobekViewer		An email has been sent to you with the new item information.				
New_Group_And_Item_MySobekViewer		Ooops!! We encountered a problem!				
New_Group_And_Item_MySobekViewer		An email has been sent to the programmer who will attempt to correct your issue.  You should be contacted within the next 24-48 hours regarding this issue				
New_Group_And_Item_MySobekViewer		Return to my home				
New_Group_And_Item_MySobekViewer		View this item				
New_Group_And_Item_MySobekViewer		Edit this item				
New_Group_And_Item_MySobekViewer		Add another item				
New_Group_And_Item_MySobekViewer		View all my submitted items				
						
Mass_Update_Items_MySobekViewer		Change the behavior of all items belonging to this group				
Mass_Update_Items_MySobekViewer		Enter any behaviors you would like to have propogate through all the items within this item group.and press the SAVE button when complete.				
Mass_Update_Items_MySobekViewer		Clicking on the green plus button ( 				
Mass_Update_Items_MySobekViewer		" ) will add another instance of the element, if the element is repeatable."				
Mass_Update_Items_MySobekViewer		Click				
Mass_Update_Items_MySobekViewer		here for detailed instructions				
Mass_Update_Items_MySobekViewer		on mass updating behaviors online.				
Mass_Update_Items_MySobekViewer		MASS UPDATE				
						
Group_AutoFill_Volume_MySobekViewer		AUTO-FILL NEW VOLUMES				
Group_AutoFill_Volume_MySobekViewer		Implementation for this feature is currently pending.				
						
Group_Add_Volume_MySobekViewer		No base volume selected!				
Group_Add_Volume_MySobekViewer		EXCEPTION CAUGHT!				
Group_Add_Volume_MySobekViewer		NEW VOLUME				
Group_Add_Volume_MySobekViewer		Add a new volume to this existing title/item group				
Group_Add_Volume_MySobekViewer		Only enter data that you wish to override the data in the existing base volume.				
Group_Add_Volume_MySobekViewer		Click				
Group_Add_Volume_MySobekViewer		here for detailed instructions				
Group_Add_Volume_MySobekViewer		"In addition, the following actions are available:"				
Group_Add_Volume_MySobekViewer		SAVE & EDIT ITEM				
Group_Add_Volume_MySobekViewer		SAVE & ADD FILES				
Group_Add_Volume_MySobekViewer		SAVE & ADD ANOTHER				
						
File_Management_MySobekViewer		ERROR CAUGHT WHILE SAVING DIGITAL RESOURCE				
File_Management_MySobekViewer		ERROR ENCOUNTERED DURING ONLINE FILE MANAGEMENT				
File_Management_MySobekViewer		Error during file management for %1				
File_Management_MySobekViewer		Manage Downloads				
File_Management_MySobekViewer		"Upload the download files for your item.  You can also provide labels for each file, once they are uploaded."				
File_Management_MySobekViewer		Click here to upload page images instead.				
File_Management_MySobekViewer		Add a new file for this package				
						
Edit_Serial_Hierarchy_MySobekViewer		EDIT SERIAL HIERARCHY				
Edit_Serial_Hierarchy_MySobekViewer		Implementation for this feature is currently pending.				
						
Edit_Item_Metadata_MySobekViewer		Edit Project				
Edit_Item_Metadata_MySobekViewer		Edit Item				
Edit_Item_Metadata_MySobekViewer		Edit this item				
Edit_Item_Metadata_MySobekViewer		Enter the data for this item below and press the SAVE button when all your edits are complete.				
Edit_Item_Metadata_MySobekViewer		Clicking on the green plus button ( 				
Edit_Item_Metadata_MySobekViewer		" ) will add another instance of the element, if the element is repeatable."				
Edit_Item_Metadata_MySobekViewer		You are using the full editing form because this item contains complex elements or was derived from MARC.				
Edit_Item_Metadata_MySobekViewer		You are using the full editing form.  Click				
Edit_Item_Metadata_MySobekViewer		here to return to the simplified version				
